"publication_id","creator_id","posisjon","role"
906,529,1,["forfatter"]
907,530,3,["forfatter"]
907,532,2,["forfatter"]
907,531,1,["forfatter"]
908,103,1,["forfatter"]
909,454,1,["forfatter"]
910,533,1,["forfatter"]
911,60,2,["forfatter"]
911,61,3,["forfatter"]
912,534,1,["forfatter"]
913,535,1,["forfatter"]
914,536,1,["forfatter"]
915,118,1,["forfatter"]
916,171,1,["forfatter"]
917,103,1,["forfatter"]
918,537,1,["forfatter"]
919,320,1,["forfatter"]
920,1,1,["forfatter"]
921,538,1,["forfatter"]
922,539,1,["forfatter"]
923,278,1,["forfatter"]
924,540,1,["forfatter"]
925,414,1,["forfatter"]
926,541,1,["forfatter"]
927,1,1,["forfatter"]
928,540,2,["forfatter"]
928,542,1,["forfatter"]
929,543,1,["forfatter"]
930,8,1,["forfatter"]
931,310,1,["forfatter"]
932,544,1,["forfatter"]
933,358,1,["forfatter"]
934,175,1,["forfatter"]
935,547,3,["forfatter"]
935,546,2,["forfatter"]
935,545,1,["forfatter"]
936,262,1,["forfatter"]
937,103,1,["forfatter"]
938,542,1,["forfatter"]
939,186,1,["forfatter"]
940,548,1,["forfatter"]
941,197,1,["forfatter"]
942,549,1,["forfatter"]
943,551,2,["redaktør"]
943,550,1,["redaktør"]
945,92,1,["forfatter"]
946,201,1,["forfatter"]
947,552,1,["forfatter"]
948,553,1,["forfatter"]
949,93,1,["forfatter"]
950,540,1,["forfatter"]
951,263,1,["forfatter"]
951,357,2,["forfatter"]
951,554,3,["forfatter"]
952,555,1,["forfatter"]
953,248,1,["forfatter"]
954,556,1,["forfatter"]
955,557,1,["forfatter"]
955,338,2,["forfatter"]
956,558,1,["forfatter"]
956,386,2,["forfatter"]
957,559,1,["forfatter"]
957,560,2,["forfatter"]
958,561,1,["forfatter"]
959,562,1,["forfatter"]
960,563,1,["forfatter"]
1109,667,1,["forfatter"]
961,565,1,["redaktør"]
962,566,1,["forfatter"]
963,39,1,["forfatter"]
964,567,1,["forfatter"]
965,568,1,["forfatter"]
966,569,1,["forfatter"]
967,570,1,["forfatter"]
968,262,1,["forfatter"]
969,571,1,["forfatter"]
970,572,1,["forfatter"]
971,256,3,["forfatter"]
971,168,4,["forfatter"]
971,57,1,["forfatter"]
971,58,2,["forfatter"]
972,573,1,["forfatter"]
973,574,1,["forfatter"]
974,575,1,["forfatter"]
975,576,1,["forfatter"]
976,277,1,["forfatter"]
977,256,1,["forfatter"]
978,256,1,["forfatter"]
979,188,1,["forfatter"]
980,577,1,["forfatter"]
981,578,1,["forfatter"]
982,579,1,["forfatter"]
983,580,1,["forfatter"]
984,168,1,["forfatter"]
985,581,1,["forfatter"]
986,582,1,["forfatter"]
987,583,1,["forfatter"]
988,584,1,["forfatter"]
989,585,1,["forfatter"]
990,530,3,["redaktør"]
992,41,1,["forfatter"]
993,587,1,["forfatter"]
993,588,2,["forfatter"]
994,8,1,["forfatter"]
995,589,1,["forfatter"]
996,590,1,["forfatter"]
997,591,1,["forfatter"]
998,592,1,["forfatter"]
999,593,1,["forfatter"]
1000,594,1,["forfatter"]
1002,358,1,["forfatter"]
1003,358,1,["forfatter"]
1004,595,1,["forfatter"]
1005,358,1,["redaktør"]
1006,596,1,["forfatter"]
1007,597,1,["forfatter"]
1008,598,1,["forfatter"]
1009,599,1,["forfatter"]
1010,600,1,["forfatter"]
1011,413,1,["forfatter"]
1012,413,1,["forfatter"]
1013,601,1,["forfatter"]
1014,602,1,["forfatter"]
1014,288,2,["forfatter"]
1015,603,1,["forfatter"]
1016,150,1,["forfatter"]
1017,604,1,["forfatter"]
1018,605,1,["forfatter"]
1019,606,1,["forfatter"]
1020,607,1,["forfatter"]
1021,608,1,["forfatter"]
1022,353,1,["forfatter"]
1023,609,1,["forfatter"]
1024,610,1,["forfatter"]
1025,611,1,["forfatter"]
1026,348,1,["forfatter"]
1027,612,1,["forfatter"]
1028,613,1,["forfatter"]
1029,614,1,["forfatter"]
1030,615,1,["forfatter"]
1031,616,1,["forfatter"]
1032,342,1,["forfatter"]
1033,617,1,["forfatter"]
1034,618,1,["forfatter"]
1035,619,1,["forfatter"]
1036,620,1,["forfatter"]
1037,621,1,["forfatter"]
1038,367,1,["forfatter"]
1039,622,1,["forfatter"]
1040,623,1,["forfatter"]
1041,624,1,["forfatter"]
1042,625,1,["forfatter"]
1043,330,1,["forfatter"]
1046,627,1,["forfatter"]
1045,40,1,["forfatter"]
1044,58,1,["forfatter"]
1047,1,1,["forfatter"]
1048,1,1,["forfatter"]
1049,628,1,["forfatter"]
1050,629,1,["forfatter"]
1051,630,1,["forfatter"]
1052,533,1,["forfatter"]
1054,631,1,["forfatter"]
1055,632,1,["forfatter"]
1056,633,1,["forfatter"]
1057,103,1,["forfatter"]
1057,634,2,["forfatter"]
1058,415,1,["forfatter"]
1059,635,1,["forfatter"]
1060,636,1,["forfatter"]
1061,637,1,["forfatter"]
1062,638,1,["forfatter"]
1063,639,1,["forfatter"]
1064,640,1,["forfatter"]
1065,641,1,["forfatter"]
1065,353,2,["forfatter"]
1065,577,3,["forfatter"]
1066,127,1,["forfatter"]
1067,642,1,["forfatter"]
1068,643,1,["forfatter"]
1069,142,1,["forfatter"]
1069,644,2,["forfatter"]
1069,338,3,["forfatter"]
1070,645,1,["forfatter"]
1071,646,1,["forfatter"]
1072,647,1,["forfatter"]
1073,227,1,["forfatter"]
1074,648,1,["forfatter"]
1075,649,1,["forfatter"]
1076,650,1,["forfatter"]
1077,651,1,["redaktør"]
1078,358,1,["forfatter"]
1079,652,1,["forfatter"]
1080,24,1,["forfatter"]
1081,453,1,["forfatter"]
1082,367,1,["forfatter"]
1083,136,1,["forfatter"]
1084,30,1,["forfatter"]
1085,290,1,["forfatter"]
1085,136,2,["forfatter"]
1085,310,3,["forfatter"]
1086,79,1,["forfatter"]
1087,202,1,["forfatter"]
1088,112,1,["forfatter"]
1168,228,2,["redaktør"]
1089,655,2,["redaktør"]
1089,654,1,["redaktør"]
1090,656,1,["forfatter"]
1091,27,1,["forfatter"]
1092,657,1,["forfatter"]
1093,658,1,["forfatter"]
1094,57,1,["forfatter"]
1094,659,2,["forfatter"]
514,19,2,["forfatter"]
256,126,2,["forfatter"]
1102,662,1,["forfatter"]
1103,663,1,["forfatter"]
1104,664,1,["forfatter"]
1106,553,1,["forfatter"]
1107,415,1,["forfatter"]
1108,665,1,["forfatter"]
1110,134,1,["forfatter"]
1111,186,1,["forfatter"]
1112,668,1,["forfatter"]
1113,132,1,["forfatter"]
1115,58,1,["forfatter"]
1116,453,1,["forfatter"]
1117,669,1,["forfatter"]
1118,670,1,["forfatter"]
1120,671,1,["forfatter"]
1121,24,1,["forfatter"]
1122,672,1,["forfatter"]
1123,302,1,["forfatter"]
1126,118,1,["forfatter"]
22,1,1,["redaktør"]
22,3,2,["redaktør"]
1125,277,1,["forfatter"]
627,346,2,["redaktør"]
137,675,2,["redaktør"]
137,674,1,["redaktør"]
533,676,1,["redaktør"]
663,678,2,["redaktør"]
663,677,1,["redaktør"]
723,191,1,["forfatter"]
776,444,1,["forfatter"]
1053,246,1,["redaktør"]
1053,248,2,["redaktør"]
1053,247,3,["redaktør"]
1099,683,1,["forfatter"]
1114,257,1,["forfatter"]
1119,680,1,["forfatter"]
523,681,2,["redaktør"]
523,367,3,["redaktør"]
523,682,4,["redaktør"]
20,5,1,["forfatter"]
20,28,4,["redaktør"]
20,348,3,["redaktør"]
20,55,2,["redaktør"]
19,55,2,["redaktør"]
19,5,1,["redaktør"]
19,348,3,["redaktør"]
1121,674,1,["redaktør"]
1121,675,2,["redaktør"]
120,91,1,["redaktør"]
120,93,1,["forfatter"]
480,1,1,["redaktør"]
481,175,1,["forfatter"]
482,1,1,["redaktør"]
483,1,1,["redaktør"]
484,1,1,["redaktør"]
485,1,1,["redaktør"]
486,1,1,["redaktør"]
487,1,1,["redaktør"]
488,1,1,["redaktør"]
489,1,1,["redaktør"]
490,1,1,["redaktør"]
18,22,1,["forfatter"]
1106,11,1,["redaktør"]
1115,11,1,["redaktør"]
146,5,1,["redaktør"]
149,5,1,["redaktør"]
150,5,1,["redaktør"]
147,5,1,["redaktør"]
148,5,1,["redaktør"]
145,5,1,["redaktør"]
144,5,1,["forfatter"]
151,5,1,["redaktør"]
352,1,1,["redaktør"]
352,3,2,["redaktør"]
376,1,1,["redaktør"]
376,3,2,["redaktør"]
353,1,1,["redaktør"]
353,3,2,["redaktør"]
377,1,1,["redaktør"]
377,3,2,["redaktør"]
354,1,1,["redaktør"]
354,3,2,["redaktør"]
333,1,1,["redaktør"]
333,3,2,["redaktør"]
378,1,1,["redaktør"]
378,3,2,["redaktør"]
355,1,1,["redaktør"]
355,3,2,["redaktør"]
334,1,1,["redaktør"]
334,3,2,["redaktør"]
379,3,2,["redaktør"]
379,1,1,["redaktør"]
356,1,1,["redaktør"]
356,3,2,["redaktør"]
335,1,1,["redaktør"]
335,3,2,["redaktør"]
380,1,1,["redaktør"]
380,3,2,["redaktør"]
388,1,1,["redaktør"]
388,3,2,["redaktør"]
357,1,1,["redaktør"]
357,3,2,["redaktør"]
336,1,1,["redaktør"]
336,3,2,["redaktør"]
381,1,1,["redaktør"]
381,3,2,["redaktør"]
389,1,1,["redaktør"]
389,3,2,["redaktør"]
358,1,1,["redaktør"]
358,3,2,["redaktør"]
337,1,1,["redaktør"]
337,3,2,["redaktør"]
382,1,1,["redaktør"]
382,3,2,["redaktør"]
390,1,1,["redaktør"]
390,3,2,["redaktør"]
359,1,1,["redaktør"]
359,185,1,["forfatter"]
338,3,2,["redaktør"]
338,1,1,["redaktør"]
383,1,1,["redaktør"]
383,3,2,["redaktør"]
391,1,1,["redaktør"]
391,3,2,["redaktør"]
360,1,1,["redaktør"]
360,186,1,["forfatter"]
339,1,1,["redaktør"]
339,3,2,["redaktør"]
384,1,1,["redaktør"]
384,196,1,["forfatter"]
392,1,1,["redaktør"]
392,3,2,["redaktør"]
361,1,1,["redaktør"]
361,187,1,["forfatter"]
340,1,1,["redaktør"]
340,171,1,["forfatter"]
385,1,1,["redaktør"]
385,3,2,["redaktør"]
393,3,2,["redaktør"]
393,1,1,["redaktør"]
362,1,1,["redaktør"]
362,3,2,["redaktør"]
341,1,1,["redaktør"]
341,3,2,["redaktør"]
386,1,1,["redaktør"]
386,3,2,["redaktør"]
322,1,1,["redaktør"]
322,3,2,["redaktør"]
363,1,1,["redaktør"]
363,3,2,["redaktør"]
342,1,1,["redaktør"]
342,96,1,["forfatter"]
387,1,1,["redaktør"]
387,3,2,["redaktør"]
364,1,1,["redaktør"]
364,3,2,["redaktør"]
343,1,1,["redaktør"]
343,3,2,["redaktør"]
367,1,1,["redaktør"]
367,3,2,["redaktør"]
365,1,1,["redaktør"]
365,3,2,["redaktør"]
344,1,1,["redaktør"]
344,3,2,["redaktør"]
368,1,1,["redaktør"]
368,184,1,["forfatter"]
366,1,1,["redaktør"]
366,3,2,["redaktør"]
345,1,1,["redaktør"]
345,3,2,["redaktør"]
369,1,1,["redaktør"]
369,3,2,["redaktør"]
394,1,1,["redaktør"]
394,3,2,["redaktør"]
346,1,1,["redaktør"]
346,3,2,["redaktør"]
370,1,1,["redaktør"]
370,118,1,["forfatter"]
395,1,1,["redaktør"]
395,3,2,["redaktør"]
347,1,1,["redaktør"]
347,3,2,["redaktør"]
371,1,1,["redaktør"]
371,3,2,["redaktør"]
396,1,1,["redaktør"]
396,3,2,["redaktør"]
348,1,1,["redaktør"]
348,3,2,["redaktør"]
372,1,1,["redaktør"]
372,191,1,["forfatter"]
349,1,1,["redaktør"]
349,3,2,["redaktør"]
373,1,1,["redaktør"]
373,3,2,["redaktør"]
350,1,1,["redaktør"]
350,3,2,["redaktør"]
374,1,1,["redaktør"]
374,3,2,["redaktør"]
351,1,1,["redaktør"]
351,3,2,["redaktør"]
375,1,1,["redaktør"]
375,3,2,["redaktør"]
507,1,1,["redaktør"]
508,1,1,["redaktør"]
510,1,1,["redaktør"]
511,1,1,["redaktør"]
512,1,1,["redaktør"]
513,1,1,["redaktør"]
514,1,1,["redaktør"]
516,1,1,["redaktør"]
517,1,1,["redaktør"]
518,3,1,["forfatter"]
27,1,1,["redaktør"]
28,28,1,["forfatter"]
107,28,1,["redaktør"]
143,28,1,["redaktør"]
109,28,1,["redaktør"]
110,28,1,["redaktør"]
111,28,1,["redaktør"]
112,28,1,["redaktør"]
113,28,1,["redaktør"]
114,28,1,["redaktør"]
115,28,1,["redaktør"]
116,5,1,["forfatter"]
1118,24,1,["redaktør"]
466,24,1,["redaktør"]
467,24,1,["redaktør"]
468,24,1,["redaktør"]
469,24,1,["redaktør"]
470,24,1,["redaktør"]
471,24,1,["redaktør"]
472,24,1,["redaktør"]
473,24,1,["redaktør"]
153,109,1,["redaktør"]
154,109,1,["redaktør"]
403,5,2,["redaktør"]
403,491,1,["redaktør"]
401,5,2,["redaktør"]
401,491,1,["redaktør"]
405,5,2,["redaktør"]
405,491,1,["redaktør"]
402,5,2,["redaktør"]
402,491,1,["redaktør"]
406,5,2,["redaktør"]
406,491,1,["redaktør"]
407,5,2,["redaktør"]
407,491,1,["redaktør"]
398,5,2,["redaktør"]
398,491,1,["redaktør"]
400,5,2,["redaktør"]
400,491,1,["redaktør"]
404,5,2,["redaktør"]
404,491,1,["redaktør"]
411,5,2,["redaktør"]
411,90,1,["redaktør"]
411,213,3,["redaktør"]
409,5,2,["redaktør"]
409,90,1,["redaktør"]
409,213,3,["redaktør"]
412,5,2,["redaktør"]
412,90,1,["redaktør"]
412,213,3,["redaktør"]
413,5,2,["redaktør"]
413,90,1,["redaktør"]
413,213,3,["redaktør"]
414,213,3,["redaktør"]
414,5,2,["redaktør"]
414,90,1,["redaktør"]
415,5,2,["redaktør"]
415,90,1,["redaktør"]
415,213,3,["redaktør"]
416,213,3,["redaktør"]
416,5,2,["redaktør"]
416,90,1,["redaktør"]
417,213,3,["redaktør"]
417,5,2,["redaktør"]
417,90,1,["redaktør"]
410,213,3,["redaktør"]
410,5,2,["redaktør"]
410,90,1,["redaktør"]
423,5,1,["redaktør"]
423,219,2,["redaktør"]
423,220,3,["redaktør"]
424,5,1,["redaktør"]
424,219,2,["redaktør"]
424,220,3,["redaktør"]
425,5,1,["redaktør"]
425,219,2,["redaktør"]
425,220,3,["redaktør"]
426,5,1,["redaktør"]
426,219,2,["redaktør"]
426,220,3,["redaktør"]
427,5,1,["redaktør"]
427,219,2,["redaktør"]
427,220,3,["redaktør"]
428,5,1,["redaktør"]
428,219,2,["redaktør"]
428,220,3,["redaktør"]
429,5,1,["redaktør"]
429,219,2,["redaktør"]
429,220,3,["redaktør"]
419,5,1,["redaktør"]
419,219,2,["redaktør"]
419,220,3,["redaktør"]
420,5,1,["redaktør"]
420,219,2,["redaktør"]
420,220,3,["redaktør"]
421,220,3,["redaktør"]
421,219,2,["redaktør"]
421,5,1,["redaktør"]
422,5,1,["redaktør"]
422,219,2,["redaktør"]
422,220,3,["redaktør"]
431,226,1,["redaktør"]
431,5,1,["forfatter"]
432,226,1,["redaktør"]
432,227,2,["redaktør"]
433,226,1,["redaktør"]
433,227,2,["redaktør"]
435,226,1,["redaktør"]
435,227,2,["redaktør"]
436,226,1,["redaktør"]
436,227,2,["redaktør"]
437,226,1,["redaktør"]
437,227,2,["redaktør"]
448,1,1,["redaktør"]
449,1,1,["redaktør"]
450,1,1,["redaktør"]
451,1,1,["redaktør"]
452,1,1,["redaktør"]
440,1,1,["redaktør"]
441,1,1,["redaktør"]
442,1,1,["redaktør"]
443,1,1,["redaktør"]
444,1,1,["redaktør"]
445,1,1,["redaktør"]
446,1,1,["redaktør"]
447,1,1,["redaktør"]
458,64,1,["redaktør"]
458,242,2,["redaktør"]
459,242,2,["redaktør"]
459,64,1,["forfatter"]
461,244,1,["redaktør"]
461,245,2,["redaktør"]
463,246,1,["redaktør"]
463,247,2,["redaktør"]
463,248,3,["redaktør"]
464,246,1,["redaktør"]
464,247,2,["redaktør"]
464,248,3,["redaktør"]
465,246,1,["redaktør"]
465,247,2,["redaktør"]
465,248,3,["redaktør"]
475,24,1,["forfatter"]
476,257,1,["redaktør"]
500,1,1,["redaktør"]
501,1,1,["redaktør"]
502,1,1,["redaktør"]
503,1,1,["redaktør"]
504,1,1,["redaktør"]
505,1,1,["redaktør"]
492,1,1,["redaktør"]
493,1,1,["redaktør"]
494,1,1,["redaktør"]
495,143,1,["forfatter"]
496,1,1,["redaktør"]
497,1,1,["redaktør"]
498,1,1,["redaktør"]
499,1,1,["redaktør"]
1123,280,1,["redaktør"]
1123,281,2,["redaktør"]
532,283,1,["forfatter"]
544,290,1,["redaktør"]
544,291,2,["redaktør"]
580,312,1,["forfatter"]
582,168,1,["redaktør"]
582,313,2,["redaktør"]
585,316,1,["redaktør"]
585,317,2,["redaktør"]
643,5,1,["forfatter"]
1117,363,1,["redaktør"]
1101,678,2,["redaktør"]
1101,677,1,["redaktør"]
672,37,3,["redaktør"]
672,36,2,["redaktør"]
672,36,1,["forfatter"]
706,10,1,["forfatter"]
1095,162,1,["redaktør"]
1112,133,1,["redaktør"]
1110,134,3,["redaktør"]
1110,404,1,["redaktør"]
1110,405,2,["redaktør"]
763,432,2,["redaktør"]
763,431,1,["redaktør"]
763,358,1,["forfatter"]
764,431,1,["redaktør"]
764,432,2,["redaktør"]
764,433,3,["redaktør"]
769,67,1,["redaktør"]
815,64,1,["redaktør"]
1096,397,2,["redaktør"]
1096,469,1,["redaktør"]
1096,470,3,["redaktør"]
1096,471,4,["redaktør"]
816,64,1,["redaktør"]
244,1,1,["redaktør"]
244,3,2,["redaktør"]
308,3,2,["redaktør"]
308,1,1,["redaktør"]
287,1,1,["redaktør"]
287,3,2,["redaktør"]
266,3,2,["redaktør"]
266,1,1,["redaktør"]
332,1,1,["redaktør"]
332,96,1,["forfatter"]
245,1,1,["redaktør"]
245,3,2,["redaktør"]
310,1,1,["redaktør"]
310,153,1,["forfatter"]
288,1,1,["redaktør"]
288,3,2,["redaktør"]
267,1,1,["redaktør"]
267,3,2,["redaktør"]
246,3,2,["redaktør"]
246,1,1,["redaktør"]
311,1,1,["redaktør"]
311,3,2,["redaktør"]
289,3,2,["redaktør"]
289,1,1,["redaktør"]
268,1,1,["redaktør"]
268,3,2,["redaktør"]
247,1,1,["redaktør"]
247,3,2,["redaktør"]
312,3,2,["redaktør"]
312,1,1,["redaktør"]
290,1,1,["redaktør"]
290,3,2,["redaktør"]
269,3,2,["redaktør"]
269,1,1,["redaktør"]
248,1,1,["redaktør"]
248,5,1,["forfatter"]
313,1,1,["redaktør"]
313,3,2,["redaktør"]
291,3,2,["redaktør"]
291,1,1,["redaktør"]
249,3,2,["redaktør"]
249,1,1,["redaktør"]
314,1,1,["redaktør"]
314,154,1,["forfatter"]
292,1,1,["redaktør"]
292,3,2,["redaktør"]
271,1,1,["redaktør"]
271,108,1,["forfatter"]
250,1,1,["redaktør"]
250,113,1,["forfatter"]
315,1,1,["redaktør"]
315,3,2,["redaktør"]
293,1,1,["redaktør"]
293,3,2,["redaktør"]
272,1,1,["redaktør"]
272,3,2,["redaktør"]
251,3,2,["redaktør"]
251,1,1,["redaktør"]
316,1,1,["redaktør"]
316,3,2,["redaktør"]
294,1,1,["redaktør"]
294,3,2,["redaktør"]
273,3,2,["redaktør"]
273,1,1,["redaktør"]
252,1,1,["redaktør"]
252,3,2,["redaktør"]
317,3,2,["redaktør"]
317,1,1,["redaktør"]
295,1,1,["redaktør"]
295,3,2,["redaktør"]
274,1,1,["redaktør"]
274,3,2,["redaktør"]
253,3,2,["redaktør"]
253,1,1,["redaktør"]
318,1,1,["redaktør"]
318,3,2,["redaktør"]
296,1,1,["redaktør"]
296,3,2,["redaktør"]
275,3,2,["redaktør"]
275,1,1,["redaktør"]
254,1,1,["redaktør"]
254,3,2,["redaktør"]
319,3,2,["redaktør"]
319,1,1,["redaktør"]
297,1,1,["redaktør"]
297,3,2,["redaktør"]
276,1,1,["redaktør"]
276,3,2,["redaktør"]
255,3,2,["redaktør"]
255,1,1,["redaktør"]
320,1,1,["redaktør"]
320,3,2,["redaktør"]
298,1,1,["redaktør"]
298,3,2,["redaktør"]
277,3,2,["redaktør"]
277,1,1,["redaktør"]
256,1,1,["redaktør"]
256,3,2,["redaktør"]
321,3,2,["redaktør"]
321,1,1,["redaktør"]
299,1,1,["redaktør"]
299,3,2,["redaktør"]
278,1,1,["redaktør"]
278,3,2,["redaktør"]
257,3,2,["redaktør"]
257,1,1,["redaktør"]
323,1,1,["redaktør"]
323,158,1,["forfatter"]
300,1,1,["redaktør"]
300,3,2,["redaktør"]
279,1,1,["redaktør"]
279,1,1,["forfatter"]
258,1,1,["redaktør"]
258,3,2,["redaktør"]
324,1,1,["redaktør"]
324,3,2,["redaktør"]
301,3,2,["redaktør"]
301,1,1,["redaktør"]
280,1,1,["redaktør"]
280,3,2,["redaktør"]
259,1,1,["redaktør"]
259,3,2,["redaktør"]
325,3,2,["redaktør"]
325,1,1,["redaktør"]
302,1,1,["redaktør"]
302,3,2,["redaktør"]
281,3,2,["redaktør"]
281,1,1,["redaktør"]
260,1,1,["redaktør"]
260,3,2,["redaktør"]
326,1,1,["redaktør"]
326,3,2,["redaktør"]
303,3,2,["redaktør"]
303,1,1,["redaktør"]
282,1,1,["redaktør"]
282,3,2,["redaktør"]
261,1,1,["redaktør"]
261,3,2,["redaktør"]
327,3,2,["redaktør"]
327,1,1,["redaktør"]
304,1,1,["redaktør"]
304,3,2,["redaktør"]
283,1,1,["redaktør"]
283,3,2,["redaktør"]
262,3,2,["redaktør"]
262,1,1,["redaktør"]
328,1,1,["redaktør"]
328,3,2,["redaktør"]
305,3,2,["redaktør"]
305,1,1,["redaktør"]
284,1,1,["redaktør"]
284,3,2,["redaktør"]
263,1,1,["redaktør"]
263,3,2,["redaktør"]
329,1,1,["redaktør"]
329,162,1,["forfatter"]
306,1,1,["redaktør"]
306,3,2,["redaktør"]
285,3,2,["redaktør"]
285,1,1,["redaktør"]
264,1,1,["redaktør"]
264,3,2,["redaktør"]
330,1,1,["redaktør"]
330,3,2,["redaktør"]
307,3,2,["redaktør"]
307,1,1,["redaktør"]
286,1,1,["redaktør"]
286,3,2,["redaktør"]
265,1,1,["redaktør"]
265,3,2,["redaktør"]
331,3,2,["redaktør"]
331,1,1,["redaktør"]
904,527,1,["redaktør"]
1098,547,3,["forfatter"]
1098,546,2,["forfatter"]
1098,545,1,["forfatter"]
1129,8,1,["redaktør"]
1100,661,1,["forfatter"]
1109,565,1,["redaktør"]
977,168,2,["forfatter"]
1054,247,3,["redaktør"]
1054,248,2,["redaktør"]
1054,246,1,["redaktør"]
1058,246,1,["redaktør"]
1058,247,3,["redaktør"]
1058,248,2,["redaktør"]
1107,103,1,["forfatter"]
1107,634,2,["forfatter"]
1077,358,1,["forfatter"]
220,3,2,["redaktør"]
220,1,1,["redaktør"]
570,309,1,["redaktør"]
990,532,2,["redaktør"]
990,531,1,["redaktør"]
990,152,1,["forfatter"]
1005,358,1,["forfatter"]
1130,684,1,["forfatter"]
1130,685,2,["forfatter"]
1168,712,3,["redaktør"]
1168,710,4,["redaktør"]
1131,21,2,["redaktør"]
1172,8,1,["forfatter"]
1131,20,1,["redaktør"]
1132,688,1,["redaktør"]
1132,689,2,["redaktør"]
1132,690,3,["redaktør"]
1133,215,5,["forfatter"]
1133,106,3,["forfatter"]
1133,28,7,["forfatter"]
1133,508,6,["forfatter"]
1133,5,4,["forfatter"]
1133,52,2,["forfatter"]
1133,430,1,["forfatter"]
1134,262,1,["forfatter"]
1135,79,1,["forfatter"]
1136,691,1,["forfatter"]
1137,5,1,["forfatter"]
1138,521,3,["redaktør"]
1138,413,2,["redaktør"]
1138,64,1,["redaktør"]
1139,694,1,["forfatter"]
1140,694,1,["forfatter"]
1141,694,1,["forfatter"]
1142,695,1,["forfatter"]
1143,695,1,["forfatter"]
1144,698,3,["forfatter"]
1144,697,2,["forfatter"]
1144,696,1,["forfatter"]
1145,699,1,["forfatter"]
1146,699,1,["forfatter"]
1147,699,1,["forfatter"]
1148,700,1,["forfatter"]
1149,701,2,["forfatter"]
1149,52,1,["forfatter"]
1150,702,1,["forfatter"]
1151,225,1,["forfatter"]
1152,225,1,["forfatter"]
1153,51,1,["forfatter"]
1154,703,1,["forfatter"]
1155,1,1,["forfatter"]
1156,1,1,["forfatter"]
1157,685,2,["redaktør"]
1157,684,1,["redaktør"]
1158,685,1,["forfatter"]
1158,684,3,["forfatter"]
1158,8,2,["forfatter"]
